#Gene_families	nsample	Num_leaves_tree1	Num_leaves_tree2	Norm_RFdist
EOG091700KM	19670	13	13	0.20000
EOG091700KN	20000	4	4	0.00000
EOG091700KO	19850	14	14	0.00000
EOG091700KP	19670	15	15	0.00000
EOG091700KQ	19880	15	15	0.00000
EOG091700KR	19990	15	15	0.00000
EOG091700KS	18940	15	15	0.00000
EOG091700KT	18670	17	17	0.00000
EOG091700KU	16300	17	17	0.00000
EOG091700KV	10450	14	14	0.04762
EOG091700KW	13200	16	16	0.00000
EOG091700KX	19880	15	15	0.00000
EOG091700KY	19100	16	16	0.04000
EOG091700KZ	19740	14	14	0.00000
EOG091700L0	19860	15	15	0.00000
EOG091700L1	19990	15	15	0.00000
EOG091700L2	19890	15	15	0.00000
EOG091700L3	19710	15	15	0.00000
EOG091700L4	19430	15	15	0.00000
EOG091700L5	11650	21	21	0.02857
EOG091700L6	20000	14	14	0.00000
EOG091700L7	970	23	23	0.02857
EOG091700L8	17490	15	15	0.00000
EOG091700L9	20000	5	5	0.00000
EOG091700LA	19990	14	14	0.00000
EOG091700LB	19670	14	14	0.00000
EOG091700LC	20000	15	15	0.00000
EOG091700LD	19340	15	15	0.00000
EOG091700LE	19340	16	16	0.00000
EOG091700LF	5840	20	20	0.16667
EOG091700LG	19050	15	15	0.00000
EOG091700LH	18470	15	15	0.14286
EOG091700LI	19150	14	14	0.00000
EOG091700LJ	17710	15	15	0.00000
EOG091700LK	15770	16	16	0.00000
EOG091700LL	17720	17	17	0.04762
EOG091700LM	19800	15	15	0.00000
EOG091700LN	15640	16	16	0.04762
EOG091700LO	19680	15	15	0.04348
EOG091700LP	19630	14	14	0.00000
EOG091700LQ	19920	14	14	0.00000
EOG091700LR	18630	15	15	0.00000
EOG091700LS	17940	18	18	0.12000
EOG091700LT	15860	16	16	0.00000
EOG091700LU	19500	15	15	0.00000
EOG091700LV	19890	14	14	0.00000
EOG091700LW	18860	14	14	0.00000
EOG091700LX	18380	15	15	0.00000
EOG091700LY	19800	14	14	0.00000
EOG091700LZ	19100	4	4	0.00000
EOG091700M0	19300	15	15	0.04348
EOG091700M1	8010	18	18	0.10000
EOG091700M2	19720	15	15	0.00000
EOG091700M3	18530	16	16	0.00000
EOG091700M4	19940	14	14	0.00000
EOG091700M5	19340	14	14	0.00000
EOG091700M6	19040	14	14	0.00000
EOG091700M7	19940	15	15	0.00000
EOG091700M8	19910	14	14	0.00000
EOG091700M9	19550	14	14	0.00000
EOG091700MA	19260	14	14	0.00000
EOG091700MB	19510	12	12	0.00000
EOG091700MC	19660	17	17	0.00000
EOG091700MD	19820	15	15	0.00000
EOG091700ME	19340	15	15	0.00000
EOG091700MF	19640	16	16	0.00000
EOG091700MG	19940	15	15	0.00000
EOG091700MH	20000	4	4	0.00000
EOG091700MI	19900	16	16	0.00000
EOG091700MJ	19120	15	15	0.00000
EOG091700MK	19830	14	14	0.00000
EOG091700ML	19970	14	14	0.00000
EOG091700MM	18880	14	14	0.00000
EOG091700MN	19970	9	9	0.09091
EOG091700MO	19270	16	16	0.04000
EOG091700MP	18670	15	15	0.00000
EOG091700MQ	19650	14	14	0.00000
EOG091700MR	7970	16	16	0.08333
EOG091700MS	19590	16	16	0.00000
EOG091700MT	19630	10	10	0.00000
EOG091700MU	5670	14	14	0.00000
EOG091700MV	19890	14	14	0.00000
EOG091700MW	19720	14	14	0.00000
EOG091700MX	19760	11	11	0.00000
EOG091700MY	18340	14	14	0.00000
EOG091700MZ	19920	12	12	0.00000
EOG091700N0	19840	14	14	0.00000
EOG091700N1	18800	13	13	0.00000
EOG091700N2	19230	14	14	0.00000
EOG091700N3	19660	15	15	0.00000
EOG091700N4	19840	14	14	0.00000
EOG091700N5	20000	14	14	0.00000
EOG091700N7	19910	15	15	0.00000
EOG091700N8	19720	16	16	0.00000
EOG091700N9	15030	15	15	0.00000
EOG091700NaN	14640	17	17	0.00000
EOG091700NB	14660	14	14	0.00000
EOG091700NC	19100	13	13	0.05882
EOG091700ND	19700	14	14	0.00000
EOG091700NE	14550	17	17	0.00000
EOG091700NF	19520	14	14	0.00000
EOG091700NG	20000	9	9	0.00000
EOG091700NH	9450	20	20	0.00000
EOG091700NI	19980	14	14	0.00000
EOG091700NJ	19440	14	14	0.00000
EOG091700NK	19980	14	14	0.00000
EOG091700NL	19150	16	16	0.00000
EOG091700NM	19860	14	14	0.00000
EOG091700NN	19440	7	7	0.00000
EOG091700NO	19900	14	14	0.00000
EOG091700NP	19960	14	14	0.00000
EOG091700NQ	19530	14	14	0.00000
EOG091700NR	19950	14	14	0.00000
EOG091700NS	19940	16	16	0.00000
EOG091700NT	18610	13	13	0.00000
EOG091700NU	19990	14	14	0.00000
EOG091700NV	19750	15	15	0.00000
EOG091700NW	19050	14	14	0.00000
EOG091700NX	18740	14	14	0.00000
EOG091700NY	19700	15	15	0.00000
EOG091700NZ	19560	13	13	0.00000
EOG091700O0	1710	14	14	0.00000
EOG091700O1	19470	14	14	0.00000
EOG091700O2	260	15	15	0.04348
EOG091700O3	14400	26	26	0.00000
EOG091700O4	19710	14	14	0.04762
EOG091700O5	18960	14	14	0.04762
EOG091700O6	17050	15	15	0.00000
EOG091700O7	19000	26	26	0.00000
EOG091700O8	19610	9	9	0.00000
EOG091700O9	19340	15	15	0.00000
EOG091700OA	19910	14	14	0.00000
EOG091700OB	19710	15	15	0.04762
EOG091700OC	19990	14	14	0.00000
EOG091700OD	19810	14	14	0.00000
EOG091700OE	17610	15	15	0.00000
EOG091700OF	19750	15	15	0.00000
EOG091700OG	19710	15	15	0.00000
EOG091700OH	19900	14	14	0.00000
EOG091700OI	18970	17	17	0.00000
EOG091700OJ	18080	14	14	0.00000
EOG091700OK	18490	14	14	0.00000
EOG091700OL	2680	14	14	0.00000
EOG091700OM	19820	14	14	0.00000
EOG091700ON	19360	13	13	0.00000
EOG091700OO	18790	17	17	0.00000
EOG091700OP	18410	16	16	0.00000
EOG091700OQ	19610	14	14	0.00000
EOG091700OR	18930	15	15	0.00000
EOG091700OS	18950	14	14	0.00000
EOG091700OT	19970	15	15	0.00000
EOG091700OU	19220	14	14	0.00000
EOG091700OV	19860	14	14	0.00000
EOG091700OW	19300	4	4	0.00000
EOG091700OX	19540	15	15	0.04348
EOG091700OY	19550	14	14	0.00000
EOG091700OZ	19160	16	16	0.13043
EOG091700P0	19750	15	15	0.00000
EOG091700P1	19310	14	14	0.00000
EOG091700P2	19730	14	14	0.00000
EOG091700P3	19330	14	14	0.00000
EOG091700P4	18820	13	13	0.00000
EOG091700P6	19660	16	16	0.00000
EOG091700P7	20000	5	5	0.00000
EOG091700P8	18560	15	15	0.00000
EOG091700P9	19810	15	15	0.00000
EOG091700PB	19370	14	14	0.00000
EOG091700PC	19380	15	15	0.00000
EOG091700PD	19710	9	9	0.00000
EOG091700PE	19180	15	15	0.00000
EOG091700PF	19930	14	14	0.00000
EOG091700PG	19810	14	14	0.00000
EOG091700PH	19560	15	15	0.00000
EOG091700PI	15690	17	17	0.09091
EOG091700PJ	19160	15	15	0.00000
EOG091700PK	19400	16	16	0.00000
EOG091700PL	19920	15	15	0.04348
EOG091700PM	19860	14	14	0.00000
EOG091700PO	19460	14	14	0.00000
EOG091700PP	19050	14	14	0.00000
EOG091700PQ	20000	14	14	0.00000
EOG091700PR	19940	14	14	0.00000
EOG091700PS	11640	25	25	0.00000
EOG091700PT	20000	13	13	0.00000
EOG091700PU	19080	14	14	0.00000
EOG091700PV	18620	17	17	0.00000
EOG091700PW	19990	15	15	0.00000
EOG091700PX	19860	14	14	0.00000
EOG091700PY	19440	14	14	0.00000
EOG091700PZ	6120	25	25	0.12195
EOG091700Q0	19930	13	13	0.00000
EOG091700Q1	18720	15	15	0.00000
EOG091700Q2	16660	15	15	0.04348
EOG091700Q3	19730	14	14	0.00000
EOG091700Q4	19830	14	14	0.00000
EOG091700Q5	19730	14	14	0.00000
EOG091700Q6	18490	18	18	0.04762
EOG091700Q7	19530	14	14	0.00000
EOG091700Q8	18400	13	13	0.00000
EOG091700Q9	18110	25	25	0.00000
EOG091700QA	19460	14	14	0.00000
EOG091700QB	15860	18	18	0.00000
EOG091700QC	19920	15	15	0.00000
EOG091700QD	19480	14	14	0.00000
EOG091700QE	19800	14	14	0.00000
EOG091700QF	17120	18	18	0.00000
EOG091700QG	19910	16	16	0.00000
EOG091700QH	19800	14	14	0.00000
EOG091700QI	19490	13	13	0.00000
EOG091700QJ	19740	14	14	0.00000
EOG091700QK	19060	6	6	0.20000
EOG091700QL	19590	14	14	0.00000
EOG091700QM	19940	14	14	0.00000
EOG091700QO	19410	15	15	0.00000
EOG091700QP	19210	7	7	0.00000
EOG091700QQ	19600	14	14	0.00000
EOG091700QR	19620	13	13	0.00000
EOG091700QS	19970	14	14	0.00000
EOG091700QT	14540	15	15	0.00000
EOG091700QU	19370	14	14	0.00000
EOG091700QV	19640	16	16	0.00000
EOG091700QW	19920	14	14	0.00000
EOG091700QX	19580	15	15	0.04348
EOG091700QY	17710	14	14	0.00000
EOG091700QZ	19880	14	14	0.00000
EOG091700R0	19410	13	13	0.00000
EOG091700R1	19540	14	14	0.00000
EOG091700R2	19630	15	15	0.25000
EOG091700R3	19990	14	14	0.00000
EOG091700R4	17070	17	17	0.11111
EOG091700R5	16810	14	14	0.00000
EOG091700R6	19700	15	15	0.00000
EOG091700R7	19790	14	14	0.04762
EOG091700R8	19810	14	14	0.00000
EOG091700R9	19840	13	13	0.00000
EOG091700RA	19380	14	14	0.00000
EOG091700RB	19190	15	15	0.00000
EOG091700RC	19240	15	15	0.04348
EOG091700RD	19860	14	14	0.00000
EOG091700RE	19470	17	17	0.04762
EOG091700RF	19840	15	15	0.00000
EOG091700RG	19720	14	14	0.00000
EOG091700RH	19950	14	14	0.00000
EOG091700RI	18360	15	15	0.18182
EOG091700RJ	18270	14	14	0.00000
EOG091700RK	16720	16	16	0.00000
EOG091700RL	18210	15	15	0.00000
EOG091700RM	19480	15	15	0.00000
EOG091700RN	19630	19	19	0.00000
EOG091700RO	19810	24	24	0.00000
EOG091700RP	19850	15	15	0.00000
EOG091700RQ	19730	15	15	0.00000
EOG091700RR	19870	18	18	0.00000
EOG091700RS	19720	14	14	0.00000
EOG091700RT	19760	14	14	0.00000
EOG091700RU	19520	15	15	0.00000
EOG091700RV	19550	15	15	0.00000
EOG091700RW	19220	14	14	0.00000
EOG091700RY	19260	16	16	0.00000
EOG091700RZ	380	20	20	0.03030
EOG091700S0	19980	14	14	0.00000
EOG091700S1	19300	14	14	0.00000
EOG091700S2	19770	14	14	0.00000
EOG091700S3	19830	14	14	0.00000
EOG091700S4	9170	14	14	0.00000
EOG091700S5	19750	13	13	0.00000
EOG091700S6	19520	15	15	0.00000
EOG091700S7	18960	14	14	0.00000
EOG091700S8	19600	14	14	0.00000
EOG091700S9	19890	14	14	0.00000
EOG091700SB	17760	15	15	0.00000
EOG091700SC	19620	14	14	0.00000
EOG091700SD	19800	15	15	0.00000
EOG091700SE	18280	15	15	0.00000
EOG091700SF	19280	15	15	0.00000
EOG091700SG	19870	14	14	0.00000
EOG091700SH	18740	16	16	0.00000
EOG091700SI	19760	14	14	0.00000
EOG091700SJ	20000	14	14	0.00000
EOG091700SK	19630	13	13	0.00000
EOG091700SL	15730	14	14	0.00000
EOG091700SM	19860	14	14	0.00000
EOG091700SN	19300	13	13	0.05263
EOG091700SO	19190	14	14	0.14286
EOG091700SP	16430	15	15	0.00000
EOG091700SQ	19580	15	15	0.00000
EOG091700SR	19900	14	14	0.00000
EOG091700SS	19910	14	14	0.00000
EOG091700ST	17940	16	16	0.00000
EOG091700SU	20000	12	12	0.00000
EOG091700SV	19950	15	15	0.00000
EOG091700SW	19810	12	12	0.00000
EOG091700SX	18690	12	12	0.00000
EOG091700SY	18840	14	14	0.00000
EOG091700SZ	19660	15	15	0.04348
EOG091700T0	19200	15	15	0.00000
EOG091700T1	17230	18	18	0.03448
EOG091700T2	19830	15	15	0.00000
EOG091700T3	19700	14	14	0.00000
EOG091700T4	17040	16	16	0.04000
EOG091700T5	18610	15	15	0.00000
EOG091700T6	19380	15	15	0.00000
EOG091700T7	3160	14	14	0.00000
EOG091700T8	15490	18	18	0.00000
EOG091700TA	19510	17	17	0.00000
EOG091700TB	19170	14	14	0.11111
EOG091700TC	17150	14	14	0.04762
EOG091700TD	17550	10	10	0.00000
EOG091700TE	19620	23	23	0.00000
EOG091700TF	19650	15	15	0.00000
EOG091700TG	19820	14	14	0.00000
EOG091700TH	19180	13	13	0.00000
EOG091700TI	19780	14	14	0.00000
EOG091700TJ	17790	16	16	0.00000
EOG091700TK	18700	14	14	0.00000
EOG091700TL	19980	14	14	0.00000
EOG091700TM	19860	14	14	0.00000
EOG091700TN	19930	14	14	0.00000
EOG091700TO	17780	6	6	0.00000
EOG091700TP	19410	14	14	0.10000
EOG091700TQ	19770	15	15	0.00000
EOG091700TR	19410	14	14	0.00000
EOG091700TS	19250	16	16	0.00000
EOG091700TU	19880	14	14	0.00000
EOG091700TV	14680	15	15	0.16667
EOG091700TW	18500	16	16	0.00000
EOG091700TX	19680	14	14	0.00000
EOG091700TY	18210	15	15	0.00000
EOG091700TZ	19270	16	16	0.13043
EOG091700U0	19520	16	16	0.00000
EOG091700U1	19650	14	14	0.00000
EOG091700U2	19620	15	15	0.00000
EOG091700U3	19810	14	14	0.00000
EOG091700U4	19900	14	14	0.00000
EOG091700U5	19490	14	14	0.04762
EOG091700U7	19780	14	14	0.00000
EOG091700U8	18390	15	15	0.00000
EOG091700U9	19420	13	13	0.00000
EOG091700UA	19840	15	15	0.00000
EOG091700UB	19030	14	14	0.23810
EOG091700UC	19680	14	14	0.00000
EOG091700UD	19650	14	14	0.00000
EOG091700UE	19900	14	14	0.00000
EOG091700UF	19780	15	15	0.00000
EOG091700UG	6790	21	21	0.00000
EOG091700UH	19970	14	14	0.00000
EOG091700UJ	19920	13	13	0.00000
EOG091700UK	18910	16	16	0.00000
EOG091700UL	19940	14	14	0.00000
EOG091700UM	18800	15	15	0.00000
EOG091700UN	19700	16	16	0.00000
EOG091700UO	17490	14	14	0.00000
EOG091700UP	18020	9	9	0.00000
EOG091700UQ	19310	14	14	0.00000
EOG091700UR	19810	14	14	0.00000
EOG091700US	19590	13	13	0.00000
EOG091700UT	18620	14	14	0.00000
EOG091700UU	19600	16	16	0.00000
EOG091700UV	17310	12	12	0.00000
EOG091700UW	19630	16	16	0.00000
EOG091700UX	19490	14	14	0.09091
EOG091700UY	16580	15	15	0.04348
EOG091700UZ	19600	14	14	0.00000
EOG091700V0	19320	17	17	0.00000
EOG091700V1	18440	15	15	0.00000
EOG091700V2	5730	17	17	0.00000
EOG091700V3	19720	14	14	0.00000
EOG091700V4	17430	14	14	0.00000
EOG091700V5	19850	14	14	0.00000
EOG091700V6	19380	14	14	0.00000
EOG091700V7	19930	15	15	0.00000
EOG091700V8	19870	13	13	0.00000
EOG091700V9	19680	13	13	0.00000
EOG091700VA	17620	13	13	0.00000
EOG091700VB	19250	14	14	0.00000
EOG091700VC	19970	14	14	0.00000
EOG091700VD	19360	14	14	0.00000
EOG091700VE	13150	16	16	0.04000
EOG091700VF	19610	15	15	0.00000
EOG091700VG	18580	7	7	0.00000
EOG091700VH	19340	14	14	0.00000
EOG091700VI	19950	14	14	0.00000
EOG091700VJ	19490	12	12	0.00000
EOG091700VK	19600	15	15	0.00000
EOG091700VL	16710	17	17	0.00000
EOG091700VN	20000	12	12	0.00000
EOG091700VO	19990	15	15	0.00000
EOG091700VP	19120	14	14	0.00000
EOG091700VQ	13550	9	9	0.00000
EOG091700VS	20000	14	14	0.00000
EOG091700VT	19730	14	14	0.00000
EOG091700VU	19470	13	13	0.00000
EOG091700VV	19410	16	16	0.00000
EOG091700VW	18390	16	16	0.00000
EOG091700VX	19890	15	15	0.00000
EOG091700VY	19130	15	15	0.00000
EOG091700VZ	19770	14	14	0.00000
EOG091700W0	19790	11	11	0.00000
EOG091700W1	17470	15	15	0.00000
EOG091700W2	16400	22	22	0.13333
EOG091700W3	19670	14	14	0.00000
EOG091700W4	19300	15	15	0.00000
EOG091700W5	15020	10	10	0.00000
EOG091700W6	19290	15	15	0.00000
EOG091700W7	18830	16	16	0.00000
EOG091700W8	19200	21	21	0.00000
EOG091700W9	16680	17	17	0.00000
EOG091700WA	19900	14	14	0.00000
EOG091700WB	19840	14	14	0.00000
EOG091700WC	18990	15	15	0.00000
EOG091700WD	19840	13	13	0.00000
EOG091700WE	19540	14	14	0.00000
EOG091700WF	19710	16	16	0.04000
EOG091700WG	13630	18	18	0.00000
EOG091700WH	14960	16	16	0.08333
EOG091700WI	19620	10	10	0.00000
EOG091700WJ	18900	15	15	0.00000
EOG091700WK	18180	10	10	0.00000
EOG091700WL	19450	14	14	0.04762
EOG091700WM	19960	16	16	0.04000
EOG091700WN	19450	13	13	0.00000
EOG091700WO	19840	15	15	0.21739
EOG091700WP	19090	16	16	0.00000
EOG091700WQ	19590	14	14	0.00000
EOG091700WR	18670	14	14	0.00000
EOG091700WS	19520	14	14	0.00000
EOG091700WT	19960	14	14	0.00000
EOG091700WU	19920	11	11	0.00000
EOG091700WV	19720	14	14	0.00000
EOG091700WW	20000	14	14	0.00000
EOG091700WX	19440	8	8	0.00000
EOG091700WY	19520	15	15	0.00000
EOG091700WZ	18890	15	15	0.00000
EOG091700X0	16540	17	17	0.00000
EOG091700X1	20000	14	14	0.00000
EOG091700X3	17790	14	14	0.00000
EOG091700X4	20000	4	4	0.00000
EOG091700X5	19130	14	14	0.00000
EOG091700X6	19450	14	14	0.00000
EOG091700X7	19820	13	13	0.00000
EOG091700X8	19910	13	13	0.00000
EOG091700X9	18460	16	16	0.00000
EOG091700XA	20000	6	6	0.00000
EOG091700XB	18400	13	13	0.00000
EOG091700XC	19840	14	14	0.00000
EOG091700XD	19870	14	14	0.00000
EOG091700XE	19940	14	14	0.00000
EOG091700XF	18910	14	14	0.00000
EOG091700XG	19060	14	14	0.00000
EOG091700XH	18970	20	20	0.03226
EOG091700XI	19550	15	15	0.00000
EOG091700XJ	18890	15	15	0.00000
EOG091700XK	18670	15	15	0.00000
EOG091700XL	19160	16	16	0.00000
EOG091700XM	18790	15	15	0.04348
EOG091700XN	18780	14	14	0.00000
EOG091700XO	19470	15	15	0.00000
EOG091700XP	19150	13	13	0.00000
EOG091700XQ	18710	15	15	0.00000
EOG091700XR	19840	14	14	0.00000
EOG091700XS	15850	21	21	0.03226
EOG091700XT	19820	14	14	0.00000
EOG091700XU	19790	15	15	0.00000
EOG091700XV	18230	15	15	0.21739
EOG091700XW	19620	15	15	0.00000
EOG091700XX	19800	14	14	0.18182
EOG091700XY	19210	8	8	0.00000
EOG091700XZ	18720	14	14	0.00000
EOG091700Y0	19810	13	13	0.00000
EOG091700Y1	19820	12	12	0.00000
EOG091700Y2	18760	14	14	0.00000
EOG091700Y3	19650	14	14	0.00000
EOG091700Y4	19380	14	14	0.00000
EOG091700Y5	19960	14	14	0.00000
EOG091700Y6	19970	14	14	0.00000
EOG091700Y7	17030	11	11	0.00000
EOG091700Y8	19840	14	14	0.00000
EOG091700Y9	6590	14	14	0.00000
EOG091700YA	19540	13	13	0.00000
EOG091700YB	19370	15	15	0.00000
EOG091700YC	19860	5	5	0.00000
EOG091700YD	19270	14	14	0.00000
EOG091700YE	19850	14	14	0.00000
EOG091700YF	19910	14	14	0.00000
EOG091700YH	19590	15	15	0.00000
EOG091700YI	19720	11	11	0.06667
EOG091700YJ	19930	15	15	0.00000
EOG091700YK	19380	14	14	0.00000
EOG091700YL	19460	14	14	0.10000
EOG091700YM	19040	15	15	0.00000
EOG091700YN	19610	8	8	0.00000
EOG091700YO	18890	15	15	0.21739
EOG091700YP	19920	14	14	0.00000
EOG091700YQ	19810	15	15	0.00000
EOG091700YR	740	14	14	0.04762
EOG091700YT	19940	15	15	0.00000
EOG091700YU	19620	14	14	0.00000
EOG091700YV	19950	14	14	0.00000
EOG091700YW	19440	14	14	0.18182
EOG091700YX	19160	14	14	0.00000
EOG091700YY	19650	14	14	0.00000
EOG091700YZ	19380	13	13	0.00000
EOG091700Z0	19920	14	14	0.00000
EOG091700Z1	19880	14	14	0.00000
EOG091700Z2	17600	15	15	0.00000
EOG091700Z3	19580	14	14	0.00000
EOG091700Z4	20000	6	6	0.00000
EOG091700Z5	15260	15	15	0.00000
EOG091700Z6	19350	14	14	0.00000
EOG091700Z7	19930	15	15	0.00000
EOG091700Z9	19990	15	15	0.00000
EOG091700ZA	19800	15	15	0.00000
EOG091700ZB	15120	4	4	0.00000
EOG091700ZC	17470	16	16	0.00000
EOG091700ZD	19770	14	14	0.00000
EOG091700ZE	19470	15	15	0.00000
EOG091700ZF	19520	16	16	0.00000
EOG091700ZG	19870	16	16	0.00000
EOG091700ZH	16550	18	18	0.00000
EOG091700ZI	19990	15	15	0.00000
EOG091700ZJ	19480	15	15	0.00000
EOG091700ZK	19790	15	15	0.00000
EOG091700ZL	19370	14	14	0.00000
EOG091700ZM	19700	14	14	0.00000
EOG091700ZN	19770	14	14	0.00000
EOG091700ZO	20000	14	14	0.00000
EOG091700ZP	15440	21	21	0.18182
EOG091700ZQ	19510	14	14	0.00000
EOG091700ZR	19850	13	13	0.00000
EOG091700ZS	19320	15	15	0.00000
EOG091700ZT	16900	14	14	0.00000
EOG091700ZU	15760	14	14	0.00000
EOG091700ZV	19260	16	16	0.00000
EOG091700ZW	16350	14	14	0.04762
EOG091700ZX	19920	9	9	0.00000
EOG091700ZY	18750	14	14	0.00000
EOG091700ZZ	19780	14	14	0.00000
EOG09170100	20000	8	8	0.00000
EOG09170101	19650	15	15	0.00000
EOG09170103	18360	15	15	0.04348
EOG09170104	19720	15	15	0.00000
EOG09170105	19420	14	14	0.00000
EOG09170107	18300	14	14	0.00000
EOG09170108	19830	14	14	0.00000
EOG09170109	19790	15	15	0.00000
EOG0917010A	14760	16	16	0.00000
EOG0917010B	19690	16	16	0.00000
EOG0917010C	19480	15	15	0.00000
EOG0917010D	18550	22	22	0.00000
EOG0917010E	19340	14	14	0.00000
EOG0917010F	19720	14	14	0.00000
EOG0917010G	19810	14	14	0.00000
EOG0917010H	19420	14	14	0.00000
EOG0917010I	19540	14	14	0.00000
EOG0917010J	19630	16	16	0.00000
EOG0917010K	19120	15	15	0.00000
EOG0917010L	10570	14	14	0.00000
EOG0917010M	20000	10	10	0.00000
EOG0917010N	19160	14	14	0.00000
EOG0917010O	18480	15	15	0.00000
EOG0917010P	19790	12	12	0.00000
EOG0917010Q	9130	12	12	0.00000
EOG0917010R	19360	14	14	0.00000
EOG0917010S	19880	14	14	0.00000
EOG0917010T	19680	15	15	0.00000
EOG0917010U	19610	15	15	0.00000
EOG0917010V	19050	15	15	0.00000
EOG0917010W	19950	14	14	0.00000
EOG0917010X	18640	14	14	0.00000
EOG0917010Y	15950	16	16	0.00000
EOG0917010Z	19800	15	15	0.04348
EOG09170110	19930	14	14	0.00000
EOG09170111	19690	14	14	0.00000
EOG09170112	19690	13	13	0.00000
EOG09170114	19770	13	13	0.00000
EOG09170115	19500	13	13	0.00000
EOG09170116	19390	15	15	0.00000
EOG09170117	14650	13	13	0.00000
EOG09170118	18910	8	8	0.00000
EOG09170119	290	27	27	0.00000
EOG0917011A	19650	16	16	0.00000
EOG0917011B	19240	14	14	0.00000
EOG0917011C	19920	14	14	0.00000
EOG0917011D	19570	14	14	0.00000
EOG0917011E	20000	14	14	0.00000
EOG0917011F	19950	15	15	0.00000
EOG0917011G	19280	15	15	0.00000
EOG0917011H	19590	14	14	0.00000
EOG0917011I	19860	10	10	0.00000
EOG0917011K	19690	14	14	0.00000
EOG0917011L	19130	14	14	0.00000
EOG0917011M	18990	15	15	0.04348
EOG0917011N	19780	14	14	0.09091
EOG0917011O	19980	15	15	0.00000
EOG0917011P	20000	4	4	0.00000
EOG0917011Q	19210	14	14	0.00000
EOG0917011R	18500	17	17	0.00000
EOG0917011S	19730	15	15	0.00000
EOG0917011T	19390	16	16	0.00000
EOG0917011V	16910	14	14	0.27273
EOG0917011W	19700	15	15	0.00000
EOG0917011X	17610	16	16	0.08333
EOG0917011Y	19680	9	9	0.00000
EOG0917011Z	19640	14	14	0.00000
EOG09170120	19430	14	14	0.00000
EOG09170121	19600	14	14	0.00000
EOG09170122	18940	15	15	0.00000
EOG09170123	19690	9	9	0.00000
EOG09170124	19750	14	14	0.00000
EOG09170125	19340	14	14	0.00000
EOG09170126	19930	18	18	0.00000
EOG09170127	19850	14	14	0.00000
EOG09170128	19680	15	15	0.00000
EOG09170129	19810	13	13	0.00000
EOG0917012A	19310	14	14	0.00000
EOG0917012B	19990	14	14	0.00000
EOG0917012C	19460	15	15	0.00000
EOG0917012D	19680	24	24	0.00000
EOG0917012E	19980	8	8	0.00000
EOG0917012F	19630	14	14	0.00000
EOG0917012G	17940	12	12	0.06667
EOG0917012H	12500	14	14	0.00000
EOG0917012I	18210	11	11	0.00000
EOG0917012K	19530	8	8	0.00000
EOG0917012L	19620	13	13	0.00000
EOG0917012M	18870	16	16	0.00000
EOG0917012N	18660	15	15	0.00000
EOG0917012O	19890	14	14	0.00000
EOG0917012P	19550	14	14	0.27273
EOG0917012Q	19690	14	14	0.00000
EOG0917012R	19840	14	14	0.00000
EOG0917012S	17250	15	15	0.00000
EOG0917012T	19670	13	13	0.00000
EOG0917012U	19900	11	11	0.00000
EOG0917012V	19460	15	15	0.00000
EOG0917012W	19520	15	15	0.00000
EOG0917012X	19310	14	14	0.00000
EOG0917012Y	19570	13	13	0.00000
EOG0917012Z	18990	14	14	0.00000
EOG09170131	19650	15	15	0.00000
EOG09170132	17760	18	18	0.03448
EOG09170133	15710	15	15	0.00000
EOG09170134	19670	16	16	0.00000
EOG09170135	18370	14	14	0.00000
EOG09170136	17460	18	18	0.28571
EOG09170137	18180	15	15	0.18182
EOG09170138	19980	14	14	0.27273
EOG09170139	19930	14	14	0.04762
EOG0917013A	20000	14	14	0.00000
EOG0917013B	19750	14	14	0.00000
EOG0917013C	19920	13	13	0.00000
EOG0917013D	19080	13	13	0.00000
EOG0917013E	17970	14	14	0.00000
EOG0917013F	18960	14	14	0.00000
EOG0917013G	19910	14	14	0.00000
EOG0917013H	20000	6	6	0.00000
EOG0917013I	19760	14	14	0.00000
EOG0917013J	17950	15	15	0.00000
EOG0917013L	19990	14	14	0.00000
EOG0917013M	20000	5	5	0.00000
EOG0917013N	19640	15	15	0.00000
EOG0917013O	19100	14	14	0.00000
EOG0917013P	19970	14	14	0.00000
EOG0917013Q	19950	14	14	0.00000
EOG0917013R	19720	13	13	0.00000
EOG0917013S	19980	14	14	0.00000
EOG0917013T	19680	14	14	0.00000
EOG0917013U	19420	10	10	0.00000
EOG0917013V	19570	14	14	0.00000
EOG0917013W	19690	14	14	0.00000
EOG0917013X	19440	15	15	0.00000
EOG0917013Y	19060	15	15	0.00000
EOG0917013Z	19870	14	14	0.00000
EOG09170140	19750	14	14	0.00000
EOG09170141	18480	18	18	0.00000
EOG09170142	16380	15	15	0.00000
EOG09170143	5770	19	19	0.18750
EOG09170144	19140	13	13	0.00000
EOG09170145	19610	15	15	0.00000
EOG09170146	19930	14	14	0.00000
EOG09170147	17760	15	15	0.00000
EOG09170148	19950	15	15	0.00000
EOG09170149	18720	16	16	0.00000
EOG0917014A	17170	18	18	0.00000
EOG0917014B	19230	16	16	0.00000
EOG0917014C	19550	13	13	0.00000
EOG0917014D	19760	14	14	0.00000
EOG0917014E	19840	14	14	0.00000
EOG0917014F	18950	17	17	0.00000
EOG0917014G	16890	5	5	0.00000
EOG0917014H	15030	22	22	0.05556
EOG0917014I	19060	16	16	0.00000
EOG0917014J	18880	14	14	0.04762
EOG0917014K	19800	14	14	0.00000
